电影编号,电影名称原始,上映日期,视频上映日期,链接,未知,动作,冒险,动画,儿童,喜剧,犯罪,纪录片,剧情,奇幻,黑色电影,恐怖,音乐,悬疑,爱情,科幻,惊悚,战争,西部,电影名称,上映年份,被评分次数,平均评分,评分标准差,类型数量
106,Diabolique (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Diabolique%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Diabolique,1996.0,71,2.887323943661972,1.0078165333977902,2
107,Moll Flanders (1996),1996-06-14,,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moll Flanders,1996.0,42,3.5,1.1315864106987361,1
108,Kids in the Hall: Brain Candy (1996),1996-04-12,,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kids in the Hall: Brain Candy,1996.0,65,3.076923076923077,1.079752464509984,1
109,Mystery Science Theater 3000: The Movie (1996),1996-04-19,,http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Mystery Science Theater 3000: The Movie,1996.0,130,3.4307692307692306,1.092174145883974,2
110,Operation Dumbo Drop (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Operation Dumbo Drop,1995.0,31,2.5161290322580645,1.121634751658949,4
111,"Truth About Cats & Dogs, The (1996)",1996-04-26,,"http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Truth About Cats & Dogs, The",1996.0,272,3.485294117647059,0.9565103712440206,2
112,Flipper (1996),1996-05-10,,http://us.imdb.com/M/title-exact?Flipper%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flipper,1996.0,20,2.45,1.2343760409722457,2
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,,"http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Horseman on the Roof, The (Hussard sur le toit, Le)",1995.0,9,4.111111111111111,0.7817359599705717,1
114,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wallace & Gromit: The Best of Aardman Animation,1996.0,67,4.447761194029851,0.7644285266855718,1
115,"Haunted World of Edward D. Wood Jr., The (1995)",1996-04-26,,"http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Haunted World of Edward D. Wood Jr., The",1995.0,15,3.7333333333333334,1.2227992865708153,1
116,Cold Comfort Farm (1995),1996-04-23,,http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold Comfort Farm,1995.0,125,3.824,1.0554314207332318,1
117,"Rock, The (1996)",1996-06-07,,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rock, The",1996.0,378,3.693121693121693,0.9804482767325307,3
118,Twister (1996),1996-05-10,,http://us.imdb.com/M/title-exact?Twister%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Twister,1996.0,293,3.2150170648464163,1.1064164121636366,3
119,Maya Lin: A Strong Clear Vision (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Maya%20Lin:%20A%20Strong%20Clear%20Vision%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Maya Lin: A Strong Clear Vision,1994.0,4,4.5,0.9999999999999999,1
120,Striptease (1996),1996-06-28,,http://us.imdb.com/M/title-exact?Striptease%20(1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Striptease,1996.0,67,2.2388059701492535,1.1021954982340716,2
121,Independence Day (ID4) (1996),1996-07-03,,http://us.imdb.com/M/title-exact?Independence%20Day%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Independence Day (ID4),1996.0,429,3.438228438228438,1.1165838396907493,3
122,"Cable Guy, The (1996)",1996-06-14,,"http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cable Guy, The",1996.0,106,2.339622641509434,1.1117278911061972,1
123,"Frighteners, The (1996)",1996-07-19,,"http://us.imdb.com/M/title-exact?Frighteners,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Frighteners, The",1996.0,115,3.234782608695652,0.9852458485835044,2
124,Lone Star (1996),1996-06-21,,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Lone Star,1996.0,187,4.053475935828877,0.9142399176944603,2
125,Phenomenon (1996),1996-06-29,,http://us.imdb.com/M/title-exact?Phenomenon%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Phenomenon,1996.0,244,3.557377049180328,0.9690619988733397,2
126,"Spitfire Grill, The (1996)",1996-09-06,,"http://us.imdb.com/M/title-exact?Spitfire%20Grill,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Spitfire Grill, The",1996.0,97,3.804123711340206,1.057110598693162,1
127,"Godfather, The (1972)",1972-01-01,,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Godfather, The",1972.0,413,4.283292978208232,0.9345767973628608,3
128,Supercop (1992),1996-07-26,,http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Supercop,1992.0,65,3.5384615384615383,1.03194178428526,2
129,Bound (1996),1996-10-04,,http://us.imdb.com/M/title-exact?Bound%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Bound,1996.0,129,3.8217054263565893,0.9474440320137383,4
130,Kansas City (1996),1996-08-16,,http://us.imdb.com/M/title-exact?Kansas%20City%20(1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,1996.0,23,2.260869565217391,1.2869057782967015,1
131,Breakfast at Tiffany's (1961),1961-01-01,,http://us.imdb.com/M/title-exact?Breakfast%20at%20Tiffany's%20(1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Breakfast at Tiffany's,1961.0,95,3.7263157894736842,1.0359711782645544,2
132,"Wizard of Oz, The (1939)",1939-01-01,,"http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Wizard of Oz, The",1939.0,246,4.0772357723577235,0.9594482264752718,4
133,Gone with the Wind (1939),1939-01-01,,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Gone with the Wind,1939.0,171,3.871345029239766,1.0659698446327281,3
134,Citizen Kane (1941),1941-01-01,,http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Citizen Kane,1941.0,198,4.292929292929293,0.846042147160581,1
135,2001: A Space Odyssey (1968),1968-01-01,,http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2001: A Space Odyssey,1968.0,259,3.969111969111969,1.0263068729633669,4
136,Mr. Smith Goes to Washington (1939),1939-01-01,,http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mr. Smith Goes to Washington,1939.0,105,4.123809523809523,0.8954504463293892,1
137,Big Night (1996),1996-09-20,,http://us.imdb.com/M/title-exact?Big%20Night%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Big Night,1996.0,171,3.9005847953216373,1.0496776578619345,1
138,D3: The Mighty Ducks (1996),1996-10-04,,http://us.imdb.com/M/title-exact?D3:%20The%20Mighty%20Ducks%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D3: The Mighty Ducks,1996.0,19,2.5789473684210527,1.3870748387117167,2
139,"Love Bug, The (1969)",1969-01-01,,"http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Love Bug, The",1969.0,50,2.78,0.9321907486328829,2
140,Homeward Bound: The Incredible Journey (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homeward Bound: The Incredible Journey,1993.0,61,3.2131147540983607,1.1271609482583613,2
141,"20,000 Leagues Under the Sea (1954)",1954-01-01,,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"20,000 Leagues Under the Sea",1954.0,72,3.5,0.7315813472236931,4
142,Bedknobs and Broomsticks (1971),1971-01-01,,http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bedknobs and Broomsticks,1971.0,57,3.0701754385964914,1.0152348272128793,3
143,"Sound of Music, The (1965)",1965-01-01,,"http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sound of Music, The",1965.0,222,3.765765765765766,1.1569577437850365,1
144,Die Hard (1988),1988-01-01,,http://us.imdb.com/M/title-exact?Die%20Hard%20(1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Die Hard,1988.0,243,3.8724279835390947,0.9426647377560735,2
145,"Lawnmower Man, The (1992)",1992-01-01,,"http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Lawnmower Man, The",1992.0,65,2.4461538461538463,1.0901658307163817,3
146,Unhook the Stars (1996),1996-10-30,,http://us.imdb.com/M/title-exact?Unhook%20the%20Stars%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unhook the Stars,1996.0,10,2.5,1.178511301977579,1
147,"Long Kiss Goodnight, The (1996)",1996-10-05,,"http://us.imdb.com/M/title-exact?Long%20Kiss%20Goodnight,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Long Kiss Goodnight, The",1996.0,185,3.4702702702702704,1.073612568991311,2
148,"Ghost and the Darkness, The (1996)",1996-10-11,,"http://us.imdb.com/M/title-exact?Ghost%20and%20the%20Darkness,%20The%20(1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ghost and the Darkness, The",1996.0,128,3.203125,1.0451189511473056,2
149,Jude (1996),1996-11-01,,http://us.imdb.com/M/title-exact?Jude%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jude,1996.0,23,3.0,1.243163121016122,1
150,Swingers (1996),1996-10-18,,http://us.imdb.com/M/title-exact?Swingers%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Swingers,1996.0,157,3.828025477707006,1.0571996387957208,2
151,Willy Wonka and the Chocolate Factory (1971),1971-01-01,,http://us.imdb.com/M/title-exact?Willy%20Wonka%20and%20the%20Chocolate%20Factory%20(1971),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Willy Wonka and the Chocolate Factory,1971.0,326,3.6319018404907975,1.0952038389252488,3
152,Sleeper (1973),1973-01-01,,http://us.imdb.com/M/title-exact?Sleeper%20(1973),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Sleeper,1973.0,82,3.6341463414634148,1.0001505457291178,2
153,"Fish Called Wanda, A (1988)",1988-01-01,,"http://us.imdb.com/M/title-exact?Fish%20Called%20Wanda,%20A%20(1988)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fish Called Wanda, A",1988.0,247,3.785425101214575,0.9491706486087605,1
154,Monty Python's Life of Brian (1979),1979-01-01,,http://us.imdb.com/M/title-exact?Life%20of%20Brian%20(1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monty Python's Life of Brian,1979.0,174,3.7471264367816093,0.9821339372135229,1
155,Dirty Dancing (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Dirty%20Dancing%20(1987),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Dirty Dancing,1987.0,98,3.1020408163265305,1.1441450769372472,2
156,Reservoir Dogs (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Reservoir Dogs,1992.0,148,3.9864864864864864,0.9827525310224892,2
157,Platoon (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Platoon%20(1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Platoon,1986.0,127,3.6929133858267718,1.0040537757022465,2
158,Weekend at Bernie's (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Weekend at Bernie's,1989.0,60,2.6166666666666667,0.9404590777041595,1
159,Basic Instinct (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Basic%20Instinct%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Basic Instinct,1992.0,101,3.227722772277228,0.893097845914006,2
160,Glengarry Glen Ross (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Glengarry Glen Ross,1992.0,69,3.463768115942029,1.0789388870133625,1
161,Top Gun (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Top%20Gun%20(1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top Gun,1986.0,220,3.481818181818182,1.0357254813546262,2
162,On Golden Pond (1981),1981-01-01,,http://us.imdb.com/M/title-exact?On%20Golden%20Pond%20(1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,On Golden Pond,1981.0,106,3.556603773584906,1.0055104240822197,1
163,"Return of the Pink Panther, The (1974)",1974-01-01,,"http://us.imdb.com/M/title-exact?Return%20of%20the%20Pink%20Panther,%20The%20(1974)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Return of the Pink Panther, The",1974.0,92,3.5543478260869565,0.9418724679166485,1
164,"Abyss, The (1989)",1989-01-01,,"http://us.imdb.com/M/title-exact?Abyss,%20The%20(1989)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Abyss, The",1989.0,151,3.589403973509934,0.9112008426891621,4
165,Jean de Florette (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Jean%20de%20Florette%20(1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jean de Florette,1986.0,64,4.109375,0.8566673614968463,1
166,Manon of the Spring (Manon des sources) (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Manon%20des%20sources%20(1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Manon of the Spring (Manon des sources),1986.0,58,4.120689655172414,0.7273500618840189,1
167,Private Benjamin (1980),1980-01-01,,http://us.imdb.com/M/title-exact?Private%20Benjamin%20(1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Private Benjamin,1980.0,67,2.955223880597015,0.8949832539637946,1
168,Monty Python and the Holy Grail (1974),1974-01-01,,http://us.imdb.com/M/title-exact?Monty%20Python%20and%20the%20Holy%20Grail%20(1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monty Python and the Holy Grail,1974.0,316,4.0664556962025316,0.9945956031995912,1
169,"Wrong Trousers, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Wrong%20Trousers,%20The%20(1993)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wrong Trousers, The",1993.0,118,4.466101694915254,0.8236068619639018,2
170,Cinema Paradiso (1988),1988-01-01,,http://us.imdb.com/M/title-exact?Nuovo%20cinema%20Paradiso%20(1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cinema Paradiso,1988.0,121,4.1735537190082646,0.9369959618412914,3
171,Delicatessen (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Delicatessen%20(1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Delicatessen,1991.0,65,3.876923076923077,1.0079014756489764,2
172,"Empire Strikes Back, The (1980)",1980-01-01,,"http://us.imdb.com/M/title-exact?Empire%20Strikes%20Back,%20The%20(1980)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,"Empire Strikes Back, The",1980.0,367,4.204359673024523,0.9228031430232908,6
173,"Princess Bride, The (1987)",1987-01-01,,"http://us.imdb.com/M/title-exact?Princess%20Bride,%20The%20(1987)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Princess Bride, The",1987.0,324,4.172839506172839,0.998948344307863,4
174,Raiders of the Lost Ark (1981),1981-01-01,,http://us.imdb.com/M/title-exact?Raiders%20of%20the%20Lost%20Ark%20(1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders of the Lost Ark,1981.0,420,4.252380952380952,0.8918185799749799,2
175,Brazil (1985),1985-01-01,,http://us.imdb.com/M/title-exact?Brazil%20(1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Brazil,1985.0,208,3.8173076923076925,1.1056676394932918,1
176,Aliens (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Aliens%20(1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Aliens,1986.0,284,3.9471830985915495,0.9289375109331269,4
177,"Good, The Bad and The Ugly, The (1966)",1966-01-01,,"http://us.imdb.com/M/title-exact?Buono,%20il%20brutto,%20il%20cattivo,%20Il%20(1966)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Good, The Bad and The Ugly, The",1966.0,137,3.8613138686131387,0.908962577303709,2
178,12 Angry Men (1957),1957-01-01,,http://us.imdb.com/M/title-exact?12%20Angry%20Men%20(1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Angry Men,1957.0,125,4.344,0.7195876955680268,1
179,"Clockwork Orange, A (1971)",1971-01-01,,"http://us.imdb.com/M/title-exact?Clockwork%20Orange,%20A%20(1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Clockwork Orange, A",1971.0,221,3.909502262443439,1.164220467345325,1
180,Apocalypse Now (1979),1979-01-01,,http://us.imdb.com/M/title-exact?Apocalypse%20Now%20(1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Apocalypse Now,1979.0,221,4.04524886877828,0.9712866614403268,2
181,Return of the Jedi (1983),1997-03-14,,http://us.imdb.com/M/title-exact?Return%20of%20the%20Jedi%20(1983),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Return of the Jedi,1983.0,507,4.007889546351085,0.923954854284622,5
182,GoodFellas (1990),1990-01-01,,http://us.imdb.com/M/title-exact?GoodFellas%20(1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,GoodFellas,1990.0,226,3.9513274336283186,0.9625535523801297,2
183,Alien (1979),1979-01-01,,http://us.imdb.com/M/title-exact?Alien%20(1979),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Alien,1979.0,291,4.034364261168385,0.9278383431364505,4
184,Army of Darkness (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Army%20of%20Darkness%20(1993),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Army of Darkness,1993.0,116,3.4310344827586206,1.1811868602387179,5
185,Psycho (1960),1960-01-01,,http://us.imdb.com/M/title-exact?Psycho%20(1960),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Psycho,1960.0,239,4.100418410041841,0.9157583030339465,3
186,"Blues Brothers, The (1980)",1980-01-01,,"http://us.imdb.com/M/title-exact?Blues%20Brothers,%20The%20(1980)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Blues Brothers, The",1980.0,251,3.8366533864541834,0.9258569843007536,3
187,"Godfather: Part II, The (1974)",1974-01-01,,"http://us.imdb.com/M/title-exact?Godfather:%20Part%20II,%20The%20(1974)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Godfather: Part II, The",1974.0,209,4.186602870813397,0.9191407150323503,3
188,Full Metal Jacket (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Full%20Metal%20Jacket%20(1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Full Metal Jacket,1987.0,170,3.6823529411764704,0.9510102346512451,3
189,"Grand Day Out, A (1992)",1992-01-01,,"http://us.imdb.com/M/title-exact?Grand%20Day%20Out,%20A%20(1992)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grand Day Out, A",1992.0,66,4.106060606060606,0.9136366535619805,2
190,Henry V (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Henry%20V%20(1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Henry V,1989.0,124,4.137096774193548,0.9046822864072797,2
191,Amadeus (1984),1984-01-01,,http://us.imdb.com/M/title-exact?Amadeus%20(1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Amadeus,1984.0,276,4.163043478260869,0.8216680229392825,2
192,Raging Bull (1980),1980-01-01,,http://us.imdb.com/M/title-exact?Raging%20Bull%20(1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Raging Bull,1980.0,116,4.120689655172414,0.9432153372447847,1
193,"Right Stuff, The (1983)",1983-01-01,,"http://us.imdb.com/M/title-exact?Right%20Stuff,%20The%20(1983)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Right Stuff, The",1983.0,157,3.917197452229299,0.7676285780503621,1
194,"Sting, The (1973)",1973-01-01,,"http://us.imdb.com/M/title-exact?Sting,%20The%20(1973)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sting, The",1973.0,241,4.058091286307054,0.8296252215903005,2
195,"Terminator, The (1984)",1984-01-01,,"http://us.imdb.com/M/title-exact?Terminator,%20The%20(1984)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Terminator, The",1984.0,301,3.9335548172757475,0.9706889243307472,3
196,Dead Poets Society (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Dead%20Poets%20Society%20(1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dead Poets Society,1989.0,251,3.9163346613545817,0.8972023804882513,1
197,"Graduate, The (1967)",1967-01-01,,"http://us.imdb.com/M/title-exact?Graduate,%20The%20(1967)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Graduate, The",1967.0,239,4.104602510460251,0.9175802514269781,2
198,Nikita (La Femme Nikita) (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Nikita%20(1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nikita (La Femme Nikita),1990.0,127,4.0078740157480315,0.877370376553023,1
199,"Bridge on the River Kwai, The (1957)",1957-01-01,,"http://us.imdb.com/M/title-exact?Bridge%20on%20the%20River%20Kwai,%20The%20(1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Bridge on the River Kwai, The",1957.0,165,4.175757575757576,0.8333850686084154,2
200,"Shining, The (1980)",1980-01-01,,"http://us.imdb.com/M/title-exact?Shining,%20The%20(1980)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Shining, The",1980.0,206,3.825242718446602,1.0114195237365653,1
201,Evil Dead II (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Evil%20Dead%20II%20(1987),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Evil Dead II,1987.0,89,3.5168539325842696,1.1785233398252104,4
202,Groundhog Day (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Groundhog Day,1993.0,280,3.7642857142857142,0.936023115587145,2
203,Unforgiven (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Unforgiven%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unforgiven,1992.0,182,3.868131868131868,0.9068041289997949,1
204,Back to the Future (1985),1985-01-01,,http://us.imdb.com/M/title-exact?Back%20to%20the%20Future%20(1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Back to the Future,1985.0,350,3.834285714285714,0.9121726502814084,2
205,Patton (1970),1970-01-01,,http://us.imdb.com/M/title-exact?Patton%20(1970),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Patton,1970.0,136,3.9926470588235294,0.9622221467493819,2
206,Akira (1988),1988-01-01,,http://us.imdb.com/M/title-exact?Akira%20(1988),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Akira,1988.0,50,3.38,1.122860777893062,4
207,Cyrano de Bergerac (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Cyrano%20de%20Bergerac%20(1990),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cyrano de Bergerac,1990.0,66,3.8181818181818183,1.0062740246013573,3
208,Young Frankenstein (1974),1974-01-01,,http://us.imdb.com/M/title-exact?Young%20Frankenstein%20(1974),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Young Frankenstein,1974.0,200,3.945,0.9033577787244151,2
209,This Is Spinal Tap (1984),1984-01-01,,http://us.imdb.com/M/title-exact?This%20Is%20Spinal%20Tap%20(1984),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,This Is Spinal Tap,1984.0,191,3.905759162303665,1.0060440110741882,3
